ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,bgg_id,name,year,game_type,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_time,max_time,category,mechanic,family,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,sim_family
3685,Hammer of the Scots,2002,501,7.55,6.912,3933,/boardgame/3685/hammer-scots,https://cf.geekdo-images.com/o_A6wRI02aiADxlP0WDEZQ__micro/img/a-NcR7OPKjs2V-rZnhbczSL6pOE=/fit-in/64x64/filters:strip_icc()/pic623710.jpg,37836,17396,14105,8481,130960,25277,3685,Hammer of the Scots,2002.0,War Game,"Columbia Games,Banana Games,Do it games",2.0,2.0,2.0,2.0,2.0,2.0,12.0,120.0,180.0,"Medieval,Wargame","Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment,Simulation,Simultaneous Action Selection","Components: Block Wargames,Components: Map (Continental / National scale),Country: England,Country: Scotland,Digital Implementations: Rally the Troops,Digital Implementations: Steam,History: Wars of Scottish Independence,Players: Two Player Only Games",587.0,4057.0,7.53409,1.37957,6.85773,2.9673,Components
262211,Cloudspire,2019,502,8.27,6.912,2057,/boardgame/262211/cloudspire,https://cf.geekdo-images.com/h6QX8IBDV-u0PnCIor_oSg__micro/img/yMYohs4g98NreSUYZooKTqpqFbk=/fit-in/64x64/filters:strip_icc()/pic4992443.png,322656,192135,313889,338434,251661,325494,262211,Cloudspire,2019.0,Strategy Game,"Chip Theory Games,Asmodee Taiwan,Lotus Frog Games,Maldito Games",1.0,4.0,1.0,4.0,1.0,2.0,13.0,90.0,180.0,"Exploration,Fantasy,Video Game Theme","Action Queue,Bias,Cooperative Game,Dice Rolling,Events,Hexagon Grid,Modular Board,Solo / Solitaire Game,Tech Trees / Tech Tracks,Tile Placement,Turn Order: Progressive,Variable Player Powers","Category: MOBA,Category: Tower Defense,Crowdfunding: Kickstarter,Game: Cloudspire,Players: Games with Solitaire Rules,Theme: Floating islands in the sky",401.0,2906.0,8.19818,1.64158,7.03146,4.3487,Category
212445,Blood Bowl (2016 Edition),2016,503,8.05,6.907,2374,/boardgame/212445/blood-bowl-2016-edition,https://cf.geekdo-images.com/1To3fG0-1ZpX1vfcHGHHYg__micro/img/9xUwZqwQ-5KV-EA_j5LtOOEW-qM=/fit-in/64x64/filters:strip_icc()/pic3254491.jpg,318472,712,54625,165838,224597,15985,212445,Blood Bowl (2016 Edition),2016.0,Thematic,Games Workshop Ltd.,2.0,2.0,2.0,2.0,2.0,2.0,12.0,60.0,180.0,"Collectible Components,Fantasy,Fighting,Miniatures,Sports","Critical Hits and Failures,Dice Rolling,Grid Movement,Movement Points,Variable Player Powers","Components: Miniatures,Game: Blood Bowl,Mechanism: Campaign Games,Players: Two Player Only Games,Series: Specialist Games (Games Workshop),Setting: Warhammer Fantasy Board Games,Theme: Fantasy Sports",600.0,2616.0,7.98261,1.53153,6.84535,3.5208,Components
159508,AquaSphere,2014,504,7.27,6.907,6774,/boardgame/159508/aquasphere,https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__micro/img/t0Cz6NrqdqhZTtNRODPlwkUV6yE=/fit-in/64x64/filters:strip_icc()/pic2197124.jpg,102680,127060,172386,227789,245638,244049,159508,AquaSphere,2014.0,Strategy Game,"Hall Games,Arclight Games,Asterion Press,Fullcap Games,Maldito Games,Matagot,Pegasus Spiele,Quined Games,Tasty Minstrel Games",2.0,4.0,2.0,4.0,4.0,4.0,12.0,100.0,100.0,"Nautical,Science Fiction","Area Majority / Influence,Area Movement,End Game Bonuses,Income,Modular Board,Once-Per-Game Abilities,Open Drafting,Tech Trees / Tech Tracks,Tile Placement,Turn Order: Pass Order,Variable Set-up","Components: Gems/Crystals,Crowdfunding: Kickstarter,Occupation: Researcher / Scientist,Theme: Robots,Theme: Science,Theme: Under the Sea",572.0,7187.0,7.25829,1.33328,6.87739,3.6854,Components
84419,Space Empires: 4X,2011,505,7.71,6.906,3266,/boardgame/84419/space-empires-4x,https://cf.geekdo-images.com/tMPL9ySUdJvhMc8qhIvHdQ__micro/img/Vx74mVkYh1_REUWu2NPPZSFO81g=/fit-in/64x64/filters:strip_icc()/pic6439163.jpg,214029,12333,145976,62227,111799,25021,84419,Space Empires 4X,2011.0,War Game,"GMT Games,Banana Games",1.0,4.0,1.0,4.0,2.0,2.0,12.0,180.0,180.0,"Bluffing,Civilization,Science Fiction,Space Exploration,Wargame","Auction/Bidding,Dice Rolling,Grid Movement,Hexagon Grid,Income,Movement Points,Paper-and-Pencil,Secret Unit Deployment,Simulation,Tech Trees / Tech Tracks","Components: Map (Interplanetary or Interstellar scale),Digital Implementations: Board Game Arena,Game: Space Empires 4X,Mechanism: 4X,Players: Games with Solitaire Rules,Players: Wargames with Solitaire Rules",552.0,3686.0,7.69567,1.52183,6.89464,3.3856,Components
2346,DVONN,2001,506,7.45,6.905,4610,/boardgame/2346/dvonn,https://cf.geekdo-images.com/A-6gi-KVQ4ShlhgXU3dRwg__micro/img/wxscvnaecL94qg_dWc3Cjzi6gz0=/fit-in/64x64/filters:strip_icc()/pic3324136.jpg,31999,7854,528,188,527,681,2346,DVONN,2001.0,Abstract Game,"Corfix,Don & Co.,HUCH!,Rebel Sp. z o.o.,Rio Grande Games,Smart Toys and Games, Inc.",2.0,2.0,2.0,2.0,2.0,2.0,9.0,30.0,30.0,Abstract Strategy,"Grid Movement,Map Reduction","Category: Combinatorial,Digital Implementations: Boiteajeux,Misc: Mensa Select,Players: Two Player Only Games,Series: GIPF Project",566.0,4878.0,7.45657,1.33975,6.88221,2.6623,Category
39351,Automobile,2009,507,7.33,6.903,5495,/boardgame/39351/automobile,https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__micro/img/nY6XHIWZPg6Y-2L7oI8HBisGGhA=/fit-in/64x64/filters:strip_icc()/pic744514.jpg,28720,24181,35570,66589,1,43015,39351,Automobile,2009.0,Strategy Game,"Mayfair Games,Warfrog Games,999 Games,IELLO,Lookout Games,Phalanx Games Polska,Treefrog Games,Wargames Club Publishing",3.0,5.0,3.0,5.0,5.0,5.0,12.0,120.0,120.0,"Economic,Industry / Manufacturing","Commodity Speculation,Variable Player Powers","Series: Treefrog Line (Warfrog),Theme: Automotive Industry",580.0,5645.0,7.32845,1.39703,6.86385,3.5267,Series
155703,Evolution,2014,508,7.11,6.903,14504,/boardgame/155703/evolution,https://cf.geekdo-images.com/wo_EYno7S66psGPMl_JtiQ__micro/img/Iw4dBbb5esa4t5wlD7AdYiMqyAk=/fit-in/64x64/filters:strip_icc()/pic3543505.jpg,123540,218603,70323,148228,68448,194655,155703,Evolution,2014.0,Strategy Game,"NorthStar Game Studio,(Web published),Arclight Games,Egmont Polska,Funforge,Gameland 游戏大陆,Gém Klub Kft.,Pendragon Game Studio,Schmidt Spiele,Siam Board Games",2.0,6.0,2.0,6.0,4.0,4.0,12.0,60.0,60.0,"Animals,Card Game,Educational,Environmental,Prehistoric,Print & Play","Action Points,Hand Management,Push Your Luck,Simulation,Simultaneous Action Selection,Take That","Animals: Dinosaurs,Components: Meeples (Animal) / Animeeples,Components: Meeples (Dinosaur) / Dinomeeples,Crowdfunding: Kickstarter,Digital Implementations: Steam,Misc: Watch It Played How To Videos,Series: Evolution (North Star Games),Theme: Biology,Theme: Evolution,Theme: Nature,Theme: Science",579.0,15845.0,7.0778,1.31284,6.864,2.4322,Animals
153938,Camel Up,2014,509,7.04,6.902,23941,/boardgame/153938/camel,https://cf.geekdo-images.com/1ph2jVOD1MudR1fK1nkwwA__micro/img/6Ai3_Lyuuvv31Vmm1fKM8TSMtFI=/fit-in/64x64/filters:strip_icc()/pic2031446.png,11,156009,129622,98778,822,36218,153938,Camel Up,2014.0,Family Game,"eggertspiele,999 Games,Albi,Brädspel.se,Ediciones MasQueOca,Fantasmagoria,Filosofia Éditions,Hobby Japan,Hobby World,Ideal Board Games,KADABRA,Kaissa Chess & Games,Korea Boardgames Co., Ltd.,Lautapelit.fi,Lucrum Games,Ninive Games,Pegasus Spiele,Piatnik,Swan Panasia Co., Ltd.,uplay.it edizioni,Z-Man Games",2.0,8.0,3.0,7.0,4.0,5.0,8.0,20.0,30.0,"Animals,Dice,Racing","Betting and Bluffing,Dice Rolling,End Game Bonuses,Roll / Spin and Move,Track Movement,Variable Set-up","Animals: Camels,Components: 3-Dimensional (3D),Components: Meeples (Animal) / Animeeples,Country: Egypt,Game: Camel Up",541.0,25865.0,7.04198,1.23722,6.90029,1.4768,Animals
257501,KeyForge: Call of the Archons,2018,510,7.22,6.899,10080,/boardgame/257501/keyforge-call-archons,https://cf.geekdo-images.com/ZzJ2NGZz4CXxr1VIRkQZtA__micro/img/kLTWhBxBGkyxVewnEjZgnBj45cw=/fit-in/64x64/filters:strip_icc()/pic4298867.jpg,463,272453,147020,124742,175621,58281,257501,KeyForge: Call of the Archons,2018.0,Customizable,"Fantasy Flight Games,Asmodee,Asmodee China,Asterion Press,Galápagos Jogos,Rebel Sp. z o.o.",2.0,2.0,2.0,2.0,2.0,2.0,14.0,15.0,45.0,"Card Game,Collectible Components,Fantasy,Fighting","Hand Management,Take That","Category: Two players fighting games,Collectible: Collectible Card Games,Components: Unique Game,Digital Implementations: Tabletopia,Game: KeyForge,Misc: Watch It Played How To Videos,Players: Two Player Only Games",625.0,10972.0,7.14316,1.59886,6.82331,2.5023,Category
160010,Conan,2016,511,7.69,6.898,4136,/boardgame/160010/conan,https://cf.geekdo-images.com/x0VJACjymxo4boRichVVKQ__micro/img/rEcIMgUBOKvApOTJH9ajXyv79wg=/fit-in/64x64/filters:strip_icc()/pic3118623.jpg,186751,257518,222514,137649,42776,247417,160010,Conan,2016.0,Thematic,Monolith,2.0,5.0,2.0,5.0,4.0,4.0,14.0,90.0,90.0,"Adventure,Fantasy,Fighting,Miniatures,Novel-based","Action Points,Area Movement,Dice Rolling,Player Elimination,Team-Based Game,Variable Phase Order,Variable Player Powers","Category: Dungeon Crawler,Characters: Conan the Barbarian,Crowdfunding: Kickstarter,Game: Conan (Monolith),Mechanism: Campaign Games,Players: One versus Many",584.0,4437.0,7.66303,1.57808,6.85967,2.7542,Category
6472,A Game of Thrones,2003,512,7.2,6.897,10259,/boardgame/6472/game-thrones,https://cf.geekdo-images.com/Gr3qfzoK-428kv1M9WUG1Q__micro/img/h_LlyZfyUuZI4X7B_N_cAOY9Zl0=/fit-in/64x64/filters:strip_icc()/pic1222116.jpg,9609,22545,77130,20963,18,3307,6472,A Game of Thrones,2003.0,"War Game,Strategy Game","Fantasy Flight Games,Beacon Multimedia S.A.,Delta Vision Publishing,Devir,Galakta,Heidelberger Spieleverlag,Hobby World,Nexus Editrice,Pegasus Spiele,PS-Games,Smart Ltd",3.0,5.0,4.0,5.0,5.0,5.0,12.0,180.0,180.0,"Bluffing,Fantasy,Negotiation,Novel-based,Political,Wargame","Area Movement,Auction/Bidding,Events,Hand Management,Memory,Order Counters,Player Elimination,Simultaneous Action Selection,Variable Player Powers","Books: A Song of Ice and Fire,Components: Map (Continental / National scale),Game: A Game of Thrones – The Board Game",593.0,10460.0,7.18094,1.58611,6.85373,3.4507,Books
39938,Carson City,2009,513,7.24,6.897,6885,/boardgame/39938/carson-city,https://cf.geekdo-images.com/DxNZPNkfjS-exbFa_ASi0Q__micro/img/YMGMixVq8shNQg0SUuu8o7dwauo=/fit-in/64x64/filters:strip_icc()/pic577030.jpg,18602,126042,33160,63628,140603,127060,39938,Carson City,2009.0,Strategy Game,"Quined White Goblin Games,Bard Centrum Gier,Eagle-Gryphon Games,HUCH!,Zvezda",2.0,5.0,2.0,5.0,4.0,4.0,12.0,90.0,90.0,"American West,City Building,Economic","Area Majority / Influence,Dice Rolling,Tile Placement,Variable Player Powers,Worker Placement","Cities: Carson City (Nevada, USA),Country: USA,Digital Implementations: Yucata,Series: Master Print (Quined)",591.0,7076.0,7.22472,1.34105,6.8555,3.1839,Cities
140603,Francis Drake,2013,514,7.41,6.896,4711,/boardgame/140603/francis-drake,https://cf.geekdo-images.com/JhevUw6bY6Pz6YLQsD2qdg__micro/img/GT2DUAI9OBRLiu5Zt06n3L6-xGs=/fit-in/64x64/filters:strip_icc()/pic1616979.jpg,127060,96913,137408,136888,144344,63628,140603,Francis Drake,2013.0,Strategy Game,"Kayal Games,Eagle-Gryphon Games,HUCH!,Ystari Games",3.0,5.0,4.0,5.0,5.0,5.0,14.0,90.0,120.0,"Bluffing,Exploration,Nautical,Pirates,Renaissance","Order Counters,Push Your Luck,Secret Unit Deployment,Set Collection,Turn Order: Time Track,Worker Placement","Crowdfunding: Kickstarter,History: Age of Discovery,Region: Caribbean Sea,Theme: Pirates",588.0,5023.0,7.38535,1.25345,6.85668,2.9197,Crowdfunding
169255,A Game of Thrones: The Card Game (Second Edition),2015,515,7.55,6.894,4436,/boardgame/169255/game-thrones-card-game-second-edition,https://cf.geekdo-images.com/2gP4Uti9RPquZVlweeapLw__micro/img/ZE6wW1peFteu-W4ACnq7yDyTIvo=/fit-in/64x64/filters:strip_icc()/pic2783386.jpg,184151,39953,124742,156776,463,103343,169255,A Game of Thrones: The Card Game (Second Edition),2015.0,Customizable,"Fantasy Flight Games,ADC Blackfire Entertainment,Asterion Press,Edge Entertainment,Galakta,Heidelberger Spieleverlag",2.0,4.0,2.0,4.0,2.0,2.0,14.0,60.0,120.0,"Bluffing,Card Game,Collectible Components,Fantasy,Fighting,Negotiation,Novel-based,Political","Alliances,Hand Management,Open Drafting,Race,Simultaneous Action Selection,Take That,Turn Order: Stat-Based,Variable Player Powers","Books: A Song of Ice and Fire,Collectible: Living Card Game (Fantasy Flight Games),Game: A Game of Thrones – The Card Game (LCG)",602.0,4759.0,7.51525,1.57932,6.84464,3.5274,Books
9625,Struggle of Empires,2004,516,7.52,6.892,3948,/boardgame/9625/struggle-empires,https://cf.geekdo-images.com/V8J_bg9LKjB6as3Oxp_wtQ__micro/img/qy8QhfOlx3nvfl07SayHYiIliSM=/fit-in/64x64/filters:strip_icc()/pic5633386.png,40354,12333,12891,25021,27708,8045,9625,Struggle of Empires,2004.0,Strategy Game,"Warfrog Games,Arclight Games,Eagle-Gryphon Games,Skellig Games,sternenschimmermeer",2.0,7.0,4.0,7.0,5.0,7.0,13.0,180.0,240.0,"Age of Reason,Civilization,Fighting,Political,Territory Building","Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling","Admin: Better Description Needed!,Digital Implementations: Tabletopia,Theme: Colonial",583.0,4128.0,7.52464,1.47151,6.86256,3.5923,Admin
172308,Broom Service,2015,517,7.18,6.891,8701,/boardgame/172308/broom-service,https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__micro/img/AYoPq_umlCOaW3QPBOW_-KC0hM8=/fit-in/64x64/filters:strip_icc()/pic2546156.jpg,148949,176494,206718,157354,124361,118048,172308,Broom Service,2015.0,"Strategy Game,Family Game","alea,Ravensburger,Arclight Games,Broadway Toys LTD,Grow Jogos e Brinquedos,Hobby World",2.0,5.0,2.0,5.0,4.0,4.0,10.0,30.0,75.0,Fantasy,"Area Movement,Follow,Hand Management,Pick-up and Deliver,Set Collection,Simultaneous Action Selection,Variable Phase Order","Game: Broom Service,Series: Alea Big Box,Theme: Witches",574.0,9698.0,7.16934,1.26287,6.87317,2.398,Game
42776,Gears of War: The Board Game,2011,518,7.47,6.89,4815,/boardgame/42776/gears-war-board-game,https://cf.geekdo-images.com/3A6PI0FkgTLiaESApz5PZg__micro/img/aoyWNZINelTIemPiXgqSG8_bxpA=/fit-in/64x64/filters:strip_icc()/pic1004112.jpg,71721,181521,59294,59946,146652,96848,42776,Gears of War: The Board Game,2011.0,Thematic,"Fantasy Flight Games,Edge Entertainment,Epic Games,Galakta,Heidelberger Spieleverlag",1.0,4.0,1.0,4.0,1.0,4.0,14.0,60.0,180.0,"Fighting,Miniatures,Science Fiction,Video Game Theme","Area Movement,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Solo / Solitaire Game,Variable Player Powers","Category: Dungeon Crawler,Components: Miniatures,Components: Multi-Use Cards,Players: Games with Solitaire Rules",597.0,4978.0,7.46636,1.40617,6.84829,2.8793,Category
256952,Zombie Kidz Evolution,2018,519,7.82,6.89,2832,/boardgame/256952/zombie-kidz-evolution,https://cf.geekdo-images.com/Iwv0Vg8FXIKlEr8xKsapIQ__micro/img/cGC5GtIjMx668HOFsAE5mDiIK1s=/fit-in/64x64/filters:strip_icc()/pic4334067.jpg,340288,300010,4209,344254,218208,172931,256952,Zombie Kidz Evolution,2018.0,"Children's Game,Family Game","Le Scorpion Masqué,ADC Blackfire Entertainment,Asmodee,Curiosity Games,FoxGames,Galápagos Jogos,Geekach Games,Happy Baobab,Lex Games,Lifestyle Boardgames Ltd,MIPL,Oliphante,Reflexshop,Salta da Caixa,Siam Board Games,Sugorokuya,Zito! Ώρα για παιχνίδι",2.0,4.0,2.0,4.0,3.0,4.0,7.0,5.0,15.0,"Children's Game,Horror,Zombies","Area Movement,Cooperative Game,Dice Rolling,Legacy Game,Variable Player Powers","Creatures: Zombies,Mechanism: Legacy,Series: Zombie Kidz,Versions & Editions: Legacy Versions of Non-Legacy Games",494.0,4258.0,7.67451,1.27909,6.94026,1.395,Creatures
205359,Star Wars: Destiny,2016,520,7.5,6.89,4839,/boardgame/205359/star-wars-destiny,https://cf.geekdo-images.com/wXqxBwfHnCCkPA04L6g2Og__micro/img/aMsJbU-rvhwWNxroWz-cW5AdEu0=/fit-in/64x64/filters:strip_icc()/pic3363466.jpg,257501,103886,271896,374173,146652,370913,205359,Star Wars: Destiny,2016.0,Customizable,"Fantasy Flight Games,Asmodee,Asterion Press,Delta Vision Publishing,Edge Entertainment,Galakta,Heidelberger Spieleverlag",2.0,2.0,2.0,2.0,2.0,2.0,10.0,30.0,30.0,"Card Game,Collectible Components,Dice,Fighting,Movies / TV / Radio theme,Science Fiction","Dice Rolling,Hand Management,Variable Player Powers","Admin: Game System Entries,Category: Two players fighting games,Collectible: Collectible Card Games,Collectible: Collectible Dice Games,Game: Star Wars Destiny,Movies: Star Wars,Players: Two Player Only Games",585.0,5284.0,7.46421,1.58312,6.85937,2.2907,Admin
42215,Tobago,2009,521,7.11,6.888,11111,/boardgame/42215/tobago,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__micro/img/_kHXvo0fM6UfxwKh1WS253YRPpA=/fit-in/64x64/filters:strip_icc()/pic596625.jpg,34635,148949,191862,176494,6249,156009,42215,Tobago,2009.0,Family Game,"Zoch Verlag,Competo / Marektoy,The Game Master BV,Gigamic,Giochi Uniti,KADABRA,Mercurio,Piatnik,Rio Grande Games,Stupor Mundi",2.0,4.0,2.0,4.0,4.0,4.0,10.0,60.0,60.0,"Adventure,Deduction,Exploration","Deduction,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Push Your Luck","Country: Trinidad and Tobago,Digital Implementations: Board Game Arena,Theme: Archaeology / Paleontology,Theme: Tropical,Theme: Tropical Islands",578.0,11776.0,7.10301,1.17957,6.86793,2.1277,Country
503,Through the Desert,1998,522,7.08,6.886,13079,/boardgame/503/through-desert,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__micro/img/ah8j6bKKIJNTQjthAGLG7mZjGl4=/fit-in/64x64/filters:strip_icc()/pic3764263.jpg,3,475,46,2955,42,5404,503,Through the Desert,1998.0,"Abstract Game,Strategy Game","KOSMOS,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Galakta,Hobby Japan,Lautapelit.fi,PS-Games,Silver Stars Publishing,Wargames Club Publishing,Z-Man Games",2.0,5.0,2.0,5.0,3.0,3.0,10.0,45.0,45.0,"Abstract Strategy,Animals,Arabian","Chaining,Connections,Enclosure,Hexagon Grid,Hidden Victory Points,Network and Route Building","Animals: Camels,Category: Combinatorial,Components: Meeples (Animal) / Animeeples,Digital Implementations: Triqqy,Mechanism: Connection,Region: Middle East,Series: Euro Classics (Reiner Knizia),Series: Fantasy Flight Silver Line,Series: Tile-Laying Trilogy (Reiner Knizia),Theme: Deserts",569.0,13595.0,7.08761,1.22359,6.88001,2.2024,Animals
4390,Carcassonne: Hunters and Gatherers,2002,523,7.13,6.886,11715,/boardgame/4390/carcassonne-hunters-and-gatherers,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__micro/img/24OH1Dg8dljTUr02UMMtjD3fONg=/fit-in/64x64/filters:strip_icc()/pic5647234.png,6249,822,107529,34635,394,432,4390,Carcassonne: Hunters and Gatherers,2002.0,Family Game,"Hans im Glück,999 Games,Albi,Asmodee,Devir,Giochi Uniti,Hobby World,Lautapelit.fi,Mandoo Games,Midgaard Games,MINDOK,Möbius Games,Rio Grande Games,Smart Ltd,Swan Panasia Co., Ltd.,Z-Man Games",2.0,5.0,2.0,5.0,2.0,3.0,8.0,35.0,35.0,Prehistoric,"Area Majority / Influence,Map Addition,Tile Placement","Animals: Mammoths,Animals: Prehistoric Non-Dinosaurs,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Digital Implementations: Yucata,Game: Carcassonne,Theme: Nature",575.0,12501.0,7.12794,1.25038,6.87314,1.9205,Animals
113924,Zombicide,2012,524,7.14,6.884,17250,/boardgame/113924/zombicide,https://cf.geekdo-images.com/ZqjfzvtaTIT5FYp1D2CfKw__micro/img/MtYzGk2vrPLqxP5GM8dt5G76YnM=/fit-in/64x64/filters:strip_icc()/pic1196191.jpg,137988,176189,150376,286751,160499,192153,113924,Zombicide,2012.0,Thematic,"CMON Global Limited,Guillotine Games,Asmodee,Asterion Press,Black Monk,BoardM Factory,Cool Mini Or Not,Edge Entertainment,Galápagos Jogos,Hobby World",1.0,6.0,1.0,6.0,3.0,6.0,14.0,60.0,60.0,"Fighting,Horror,Miniatures,Zombies","Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management,Modular Board,Player Elimination,Scenario / Mission / Campaign Game,Variable Player Powers","Category: Dungeon Crawler,Components: Miniatures,Creatures: Zombies,Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Game: Zombicide,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules",604.0,18248.0,7.11094,1.57405,6.84237,2.534,Category
28023,Jamaica,2007,525,7.06,6.883,17063,/boardgame/28023/jamaica,https://cf.geekdo-images.com/jZRfv3isrBG5waCzEx60Cw__micro/img/EU7d-yPXqtVCLzkW_MU3uMHERdU=/fit-in/64x64/filters:strip_icc()/pic6434838.png,232043,177639,157354,176396,176920,150312,28023,Jamaica,2007.0,Family Game,"GameWorks SàRL,Space Cowboys,Asterion Press,Galápagos Jogos,Popcorn Games,Rebel Sp. z o.o.",2.0,6.0,3.0,6.0,6.0,6.0,8.0,30.0,60.0,"Nautical,Pirates,Racing","Dice Rolling,Hand Management,Roll / Spin and Move,Simultaneous Action Selection","Components: Miniatures,Country: Jamaica,Theme: Colonial,Theme: Pirates",561.0,18986.0,7.06554,1.24698,6.88949,1.6601,Components
175095,Dawn of the Zeds (Third Edition),2016,526,8.19,6.882,1931,/boardgame/175095/dawn-zeds-third-edition,https://cf.geekdo-images.com/WnREnwi-pR72tqDa9-1zBQ__micro/img/NXmFwAUUfltCUs2_rDSoN-4AUoM=/fit-in/64x64/filters:strip_icc()/pic4929411.jpg,187617,296237,233208,188920,248562,134253,175095,Dawn of the Zeds (Third Edition),2016.0,Thematic,"Victory Point Games,Frosted Games,Maldito Games",1.0,5.0,1.0,2.0,1.0,1.0,14.0,90.0,120.0,"Horror,Zombies","Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Move Through Deck,Point to Point Movement,Ratio / Combat Results Table,Solo / Solitaire Game","Category: Tower Defense,Creatures: Zombies,Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Digital Implementations: Tabletopia,Players: Games with Solitaire Rules,Series: States of Siege",500.0,2417.0,8.17154,1.31667,6.93367,3.797,Category
117959,Las Vegas,2012,527,7.13,6.879,9809,/boardgame/117959/las-vegas,https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__micro/img/weqp-j9Rj5yGki9kdHHy02LVKWE=/fit-in/64x64/filters:strip_icc()/pic1261796.jpg,98778,11,137297,8203,148949,5782,117959,Las Vegas,2012.0,Family Game,"alea,Ravensburger,Broadway Toys LTD,Korea Boardgames Co., Ltd.,Oya,VAKKO",2.0,5.0,3.0,5.0,4.0,4.0,8.0,30.0,30.0,Dice,"Area Majority / Influence,Dice Rolling","Cities: Las Vegas (Nevada, USA),Digital Implementations: Yucata,Players: Games with expansions that add solo play,Series: Alea Medium Box",564.0,10710.0,7.15094,1.2245,6.88299,1.1784,Cities
143519,Quantum,2013,528,7.27,6.878,6853,/boardgame/143519/quantum,https://cf.geekdo-images.com/Bgle3gjd2wTrD31ps_z92w__micro/img/HUXWfp5S_SvMzhuDZy2r3ZYFuN4=/fit-in/64x64/filters:strip_icc()/pic1727619.jpg,63888,125618,28143,132531,146278,161614,143519,Quantum,2013.0,Strategy Game,"Funforge,Asterion Press,Gen-X Games,Passport Game Studios",2.0,4.0,2.0,4.0,4.0,4.0,13.0,60.0,60.0,"Dice,Fighting,Science Fiction,Space Exploration","Area Majority / Influence,Dice Rolling,Grid Movement,Modular Board,Square Grid",Digital Implementations: Board Game Arena,603.0,7300.0,7.2488,1.40804,6.84359,2.4824,Digital Implementations
311193,Anno 1800,2020,529,7.87,6.878,2468,/boardgame/311193/anno-1800,https://cf.geekdo-images.com/B21RQfIBnt2A_CYq8iZvrg__micro/img/UvZSwXrA8AcraXo11vgGKb_5_Aw=/fit-in/64x64/filters:strip_icc()/pic6220821.jpg,247763,250458,265188,228341,177478,300322,311193,Anno 1800,2020.0,Strategy Game,"KOSMOS,999 Games,Devir,Galakta,Giochi Uniti,IELLO,Zvezda",2.0,4.0,2.0,4.0,3.0,3.0,12.0,120.0,120.0,"Card Game,City Building,Industry / Manufacturing,Video Game Theme","End Game Bonuses,Hand Management,Race,Tech Trees / Tech Tracks,Variable Set-up",History: Industrial Revolution,289.0,5529.0,7.76098,1.17024,7.15841,3.1756,History
170561,Valeria: Card Kingdoms,2016,530,7.45,6.877,4501,/boardgame/170561/valeria-card-kingdoms,https://cf.geekdo-images.com/z94Wr-JSYIBpJ6AkB2Qkmw__micro/img/mFdFOcOnnCFkyUIUK5VSCWaB9Qk=/fit-in/64x64/filters:strip_icc()/pic6585868.jpg,169426,240855,329465,285036,217861,242684,170561,Valeria: Card Kingdoms,2016.0,"Strategy Game,Family Game","Daily Magic Games,(Self-Published),Conclave Editora,Crazy Pawn Games,Games Factory,Games Factory Publishing,Gen-X Games,Lucky Duck Games,Pendragon Game Studio,Pixie Games,REXhry,Schwerkraft-Verlag",1.0,5.0,2.0,4.0,3.0,3.0,13.0,30.0,45.0,"Card Game,Dice,Fantasy","Dice Rolling,Open Drafting,Random Production,Variable Set-up","Crowdfunding: Kickstarter,Mechanism: Tableau Building,Players: Games with Solitaire Rules,Setting: Valeria",558.0,5333.0,7.45154,1.27387,6.89121,1.9847,Crowdfunding
